First Name,Last Name,Common Name,Image Path,Club,Country
Lea,Schüller,,player_images\Lea Schüller_2.png,FC Bayern München,Germany
Mohamed,Salah,,player_images\Mohamed Salah_3.png,Liverpool,Egypt
Leon,Goretzka,,player_images\Leon Goretzka_3.png,FC Bayern München,Germany
,Marquinhos,Marquinhos,player_images\nan Marquinhos_2.png,Paris SG,Brazil
Wendie,Renard,,player_images\Wendie Renard_3.png,OL,France
Warren,Zaïre-Emery,,player_images\Warren Zaïre-Emery.png,Paris SG,France
Gianluigi,Donnarumma,,player_images\Gianluigi Donnarumma.png,Paris SG,Italy
Wendie,Renard,,player_images\Wendie Renard_4.png,OL,France
,Marquinhos,Marquinhos,player_images\nan Marquinhos_3.png,Paris SG,Brazil
Warren,Zaïre-Emery,,player_images\Warren Zaïre-Emery_2.png,Paris SG,France
Gianluigi,Donnarumma,,player_images\Gianluigi Donnarumma_2.png,Paris SG,Italy
Ramos,García,,player_images\Ramos García.png,Sevilla FC,Spain
João,Cancelo,,player_images\João Cancelo.png,FC Barcelona,Portugal
,,,player_images\nan nan_53.png,FC Barcelona,Spain
Robert,Lewandowski,,player_images\Robert Lewandowski_2.png,FC Barcelona,Poland
,,,player_images\nan nan_54.png,Real Madrid,Spain
Ramos,García,,player_images\Ramos García_2.png,Sevilla FC,Spain
Robert,Lewandowski,,player_images\Robert Lewandowski_3.png,FC Barcelona,Poland
João,Cancelo,,player_images\João Cancelo_2.png,FC Barcelona,Portugal
,,,player_images\nan nan_55.png,FC Barcelona,Spain
,,,player_images\nan nan_56.png,Real Madrid,Spain
,,,player_images\nan nan_57.png,FC Barcelona,Spain
,,,player_images\nan nan_58.png,FC Barcelona,Spain
Victor,Osimhen,,player_images\Victor Osimhen.png,Napoli FC,Nigeria
,,,player_images\nan nan_59.png,KC Current,Brazil
Jenna,Nighswonger,,player_images\Jenna Nighswonger.png,NJ/NY Gotham,United States
Yann,Sommer,,player_images\Yann Sommer.png,Inter,Switzerland
Rafael,Leão,,player_images\Rafael Leão_2.png,Milan,Portugal
Jenna,Nighswonger,,player_images\Jenna Nighswonger_2.png,NJ/NY Gotham,United States
,,,player_images\nan nan_60.png,KC Current,Brazil
Yann,Sommer,,player_images\Yann Sommer_2.png,Inter,Switzerland
Victor,Osimhen,,player_images\Victor Osimhen_2.png,Napoli FC,Nigeria
Rafael,Leão,,player_images\Rafael Leão_3.png,Milan,Portugal
,Joselu,Joselu,player_images\nan Joselu.png,Real Madrid,Spain
Mauro,Icardi,,player_images\Mauro Icardi.png,Galatasaray,Argentina
Mauro,Icardi,,player_images\Mauro Icardi_2.png,Galatasaray,Argentina
Thiago,Silva,,player_images\Thiago Silva.png,Chelsea,Brazil
Bernardo,Silva,,player_images\Bernardo Silva.png,Manchester City,Portugal
Santiago,Giménez,,player_images\Santiago Giménez.png,Feyenoord,Mexico
Jerzy,Dudek,,player_images\Jerzy Dudek.png,Heroes,Poland
Miguel,Borja,,player_images\Miguel Borja.png,River Plate,Colombia
Deniz,Undav,,player_images\Deniz Undav.png,VfB Stuttgart,Germany
Romelu,Lukaku,,player_images\Romelu Lukaku.png,Roma FC,Belgium
Pavel,Nedved,,player_images\Pavel Nedved.png,EA FC ICONS,Czech Republic
DaMarcus,Beasley,,player_images\DaMarcus Beasley.png,Heroes,United States
Thomas,Müller,,player_images\Thomas Müller.png,FC Bayern München,Germany
Piero,Hincapié,,player_images\Piero Hincapié.png,Leverkusen,Ecuador
Didier,Drogba,,player_images\Didier Drogba_2.png,EA FC ICONS,Côte d'Ivoire
,Zubimendi,Zubimendi,player_images\nan Zubimendi.png,Real Sociedad,Spain
Ronald,Koeman,,player_images\Ronald Koeman.png,EA FC ICONS,Netherlands
Eberechi,Eze,,player_images\Eberechi Eze.png,Crystal Palace,England
,,,player_images\nan nan_61.png,Girona FC,Brazil
Arthur,Theate,,player_images\Arthur Theate.png,Stade Rennais FC,Belgium
Mykhailo,Mudryk,,player_images\Mykhailo Mudryk.png,Chelsea,Ukraine
Benjamin,Šeško,,player_images\Benjamin Šeško.png,RB Leipzig,Slovenia
Leandro,Paredes,,player_images\Leandro Paredes.png,Roma FC,Argentina
Kevin,Danso,,player_images\Kevin Danso.png,RC Lens,Austria
Johan,Mojica,,player_images\Johan Mojica.png,CA Osasuna,Colombia
Johan,Vásquez,,player_images\Johan Vásquez.png,Genoa,Mexico
Yunus,Musah,,player_images\Yunus Musah.png,Milan,United States
ter,Stegen,,player_images\ter Stegen.png,FC Barcelona,Germany
Gonçalves,Neves,,player_images\Gonçalves Neves.png,SL Benfica,Portugal
Christen,Press,,player_images\Christen Press.png,Angel City FC,United States
Stephen,Eustáquio,,player_images\Stephen Eustáquio.png,FC Porto,Canada
Nahitan,Nández,,player_images\Nahitan Nández.png,Cagliari,Uruguay
Dominik,Szoboszlai,,player_images\Dominik Szoboszlai.png,Liverpool,Hungary
Kim,Little,,player_images\Kim Little.png,Arsenal,Scotland
Fernando,Torres,,player_images\Fernando Torres.png,EA FC ICONS,Spain
Javier,Zanetti,,player_images\Javier Zanetti.png,EA FC ICONS,Argentina
Marcel,Desailly,,player_images\Marcel Desailly.png,EA FC ICONS,France
,,,player_images\nan nan_62.png,EA FC ICONS,Italy
Andrea,Pirlo,,player_images\Andrea Pirlo.png,EA FC ICONS,Italy
Fabio,Cannavaro,,player_images\Fabio Cannavaro.png,EA FC ICONS,Italy
Xabi,Alonso,,player_images\Xabi Alonso.png,EA FC ICONS,Spain
Iván,Córdoba,,player_images\Iván Córdoba_2.png,Heroes,Colombia
Ashley,Cole,,player_images\Ashley Cole.png,EA FC ICONS,England
Francisco,Conceição,,player_images\Francisco Conceição.png,FC Porto,Portugal
Zeki,Çelik,,player_images\Zeki Çelik.png,Roma FC,Turkey
Luís,Figo,,player_images\Luís Figo.png,EA FC ICONS,Portugal
Estefanía,Banini,,player_images\Estefanía Banini.png,Atlético de Madrid,Argentina
Abby,Erceg,,player_images\Abby Erceg.png,Rac. Louisville,New Zealand
Bixente,Lizarazu,,player_images\Bixente Lizarazu.png,Heroes,France
Lieke,Martens,,player_images\Lieke Martens.png,Paris SG,Netherlands
Javier,Mascherano,,player_images\Javier Mascherano_2.png,Heroes,Argentina
Facundo,Pellistri,,player_images\Facundo Pellistri.png,Manchester Utd,Uruguay
Jordan,Henderson,,player_images\Jordan Henderson.png,Ajax,England
Marcus,Thuram,,player_images\Marcus Thuram.png,Inter,France
Alex,Scott,,player_images\Alex Scott.png,Heroes,England
Kadidiatou,Diani,,player_images\Kadidiatou Diani.png,OL,France
,,,player_images\nan nan_63.png,Spurs,Italy
Guro,Reiten,,player_images\Guro Reiten.png,Chelsea,Norway
,,,player_images\nan nan_64.png,Philadelphia,Venezuela
Stanislav,Lobotka,,player_images\Stanislav Lobotka.png,Napoli FC,Slovakia
Mathías,Olivera,,player_images\Mathías Olivera.png,Napoli FC,Uruguay
Granit,Xhaka,,player_images\Granit Xhaka.png,Leverkusen,Switzerland
Jon,Aramburu,,player_images\Jon Aramburu.png,Real Sociedad,Venezuela
,Cucurella,Cucurella,player_images\nan Cucurella.png,Chelsea,Spain
Cristian,Romero,,player_images\Cristian Romero.png,Spurs,Argentina
Ruben,Vargas,,player_images\Ruben Vargas.png,FC Augsburg,Switzerland
Nathan,Aké,,player_images\Nathan Aké.png,Manchester City,Netherlands
El,Shaarawy,,player_images\El Shaarawy.png,Roma FC,Italy
Pierre,Kalulu,,player_images\Pierre Kalulu.png,Milan,France
Victor,Boniface,,player_images\Victor Boniface.png,Leverkusen,Nigeria
,Bremer,Bremer,player_images\nan Bremer.png,Juventus,Brazil
Karim,Adeyemi,,player_images\Karim Adeyemi.png,Borussia Dortmund,Germany
Thibaut,Courtois,,player_images\Thibaut Courtois.png,Real Madrid,Belgium
,,,player_images\nan nan_65.png,Heroes,Norway
Rafael,Márquez,,player_images\Rafael Márquez.png,Heroes,Mexico
Franco,Baresi,,player_images\Franco Baresi.png,EA FC ICONS,Italy
Paulo,Futre,,player_images\Paulo Futre.png,Heroes,Portugal
Alexander,Sørloth,,player_images\Alexander Sørloth.png,Villarreal CF,Norway
Ruben,Loftus-Cheek,,player_images\Ruben Loftus-Cheek.png,Milan,England
Nabil,Fekir,,player_images\Nabil Fekir.png,Real Betis,France
Nwankwo,Kanu,,player_images\Nwankwo Kanu.png,Heroes,Nigeria
Jay-Jay,Okocha,,player_images\Jay-Jay Okocha.png,Heroes,Nigeria
Selma,Bacha,,player_images\Selma Bacha.png,OL,France
Landon,Donovan,,player_images\Landon Donovan.png,Heroes,United States
Desiree,Scott,,player_images\Desiree Scott.png,KC Current,Canada
Geoffrey,Kondogbia,,player_images\Geoffrey Kondogbia.png,OM,Central African Republic
Raheem,Sterling,,player_images\Raheem Sterling.png,Chelsea,England
Diego,Carlos,,player_images\Diego Carlos.png,Aston Villa,Brazil
,Palhinha,Palhinha,player_images\nan Palhinha.png,FC Bayern München,Portugal
Ledley,King,,player_images\Ledley King.png,Heroes,England
Harry,Maguire,,player_images\Harry Maguire.png,Manchester Utd,England
Loïs,Openda,,player_images\Loïs Openda.png,RB Leipzig,Belgium
Takefusa,Kubo,,player_images\Takefusa Kubo.png,Real Sociedad,Japan
Mohammed,Kudus,,player_images\Mohammed Kudus.png,West Ham,Ghana
Ademola,Lookman,,player_images\Ademola Lookman.png,Bergamo Calcio,Nigeria
Diego,Milito,,player_images\Diego Milito.png,Heroes,Argentina
Lars,Ricken,,player_images\Lars Ricken.png,Heroes,Germany
Gennaro,Gattuso,,player_images\Gennaro Gattuso.png,EA FC ICONS,Italy
Matteo,Stoppa,,player_images\Matteo Stoppa.png,Sampdoria,Italy
Peter,Crouch,,player_images\Peter Crouch.png,Heroes,England
Raúl,Jiménez,,player_images\Raúl Jiménez.png,Fulham,Mexico
Kalidou,Koulibaly,,player_images\Kalidou Koulibaly.png,Al Hilal,Senegal
Mario,Götze,,player_images\Mario Götze.png,Frankfurt,Germany
Jürgen,Kohler,,player_images\Jürgen Kohler.png,Heroes,Germany
,Dodô,Dodô,player_images\nan Dodô.png,Fiorentina,Brazil
Alexandre,Lacazette,,player_images\Alexandre Lacazette.png,OL,France
,,,player_images\nan nan_66.png,Al Hilal,Brazil
Jonas,Wind,,player_images\Jonas Wind.png,VfL Wolfsburg,Denmark
Ronaldo Luís,Ronaldo,Ronaldo,player_images\Ronaldo Luís Ronaldo.png,EA FC ICONS,Brazil
Zinedine,Zidane,,player_images\Zinedine Zidane_4.png,EA FC ICONS,France
Erling,Haaland,,player_images\Erling Haaland_5.png,Manchester City,Norway
Robert,Lewandowski,,player_images\Robert Lewandowski_4.png,FC Barcelona,Poland
,Müller,Müller,player_images\nan Müller_2.png,EA FC ICONS,Germany
Ferenc,Puskás,,player_images\Ferenc Puskás_3.png,EA FC ICONS,Hungary
,Ronaldinho,Ronaldinho,player_images\nan Ronaldinho_3.png,EA FC ICONS,Brazil
Erling,Haaland,,player_images\Erling Haaland_6.png,Manchester City,Norway
Jeremie,Frimpong,,player_images\Jeremie Frimpong_4.png,Leverkusen,Netherlands
Theo,Hernández,,player_images\Theo Hernández_4.png,Milan,France
Millie,Bright,,player_images\Millie Bright.png,Chelsea,England
Mary,Earps,,player_images\Mary Earps.png,Manchester Utd,England
Paolo,Maldini,,player_images\Paolo Maldini_2.png,EA FC ICONS,Italy
Toni,Kroos,,player_images\Toni Kroos_2.png,Real Madrid,Germany
Wesley,Sneijder,,player_images\Wesley Sneijder_2.png,Heroes,Netherlands
Ousmane,Dembélé,,player_images\Ousmane Dembélé_4.png,Paris SG,France
Thierry,Henry,,player_images\Thierry Henry_2.png,EA FC ICONS,France
Ruud,Gullit,,player_images\Ruud Gullit_2.png,EA FC ICONS,Netherlands
Thierry,Henry,,player_images\Thierry Henry_3.png,EA FC ICONS,France
Lionel,Messi,,player_images\Lionel Messi_5.png,Inter Miami CF,Argentina
Andrea,Pirlo,,player_images\Andrea Pirlo_2.png,EA FC ICONS,Italy
,Abily,Abily,player_images\nan Abily_2.png,EA FC ICONS,France
Hristo,Stoichkov,,player_images\Hristo Stoichkov_2.png,EA FC ICONS,Bulgaria
,Abily,Abily,player_images\nan Abily_3.png,EA FC ICONS,France
Mohamed,Salah,,player_images\Mohamed Salah_4.png,Liverpool,Egypt
Mohamed,Salah,,player_images\Mohamed Salah_5.png,Liverpool,Egypt
,Prinz,Prinz,player_images\nan Prinz.png,EA FC ICONS,Germany
Marcos,Cafú,,player_images\Marcos Cafú_2.png,EA FC ICONS,Brazil
,Charlton,Charlton,player_images\nan Charlton_2.png,EA FC ICONS,England
Didier,Drogba,,player_images\Didier Drogba_3.png,EA FC ICONS,Côte d'Ivoire
Nemanja,Vidic,,player_images\Nemanja Vidic_2.png,EA FC ICONS,Serbia
,Jairzinho,Jairzinho,player_images\nan Jairzinho_2.png,EA FC ICONS,Brazil
Jérémy,Doku,,player_images\Jérémy Doku_2.png,Manchester City,Belgium
Leicy,Santos,,player_images\Leicy Santos.png,Atlético de Madrid,Colombia
Bruno,Fernandes,,player_images\Bruno Fernandes_2.png,Manchester Utd,Portugal
Kai,Havertz,,player_images\Kai Havertz_2.png,Arsenal,Germany
,Nani,Nani,player_images\nan Nani.png,Adana Demirspor,Portugal
,,,player_images\nan nan_67.png,SL Benfica,Argentina
N'Golo,Kanté,,player_images\N'Golo Kanté_3.png,Al Ittihad,France
Luis,Díaz,,player_images\Luis Díaz_2.png,Liverpool,Colombia
,,,player_images\nan nan_68.png,SL Benfica,Argentina
William,Saliba,,player_images\William Saliba_2.png,Arsenal,France
Phil,Foden,,player_images\Phil Foden_9.png,Manchester City,England
,Alisson,Alisson,player_images\nan Alisson_2.png,Liverpool,Brazil
,,,player_images\nan nan_69.png,Spurs,Korea Republic
Niamh,Charles,,player_images\Niamh Charles.png,Chelsea,England
Cole,Palmer,,player_images\Cole Palmer_2.png,Chelsea,England
Alex,Greenwood,,player_images\Alex Greenwood.png,Manchester City,England
Martin,Ødegaard,,player_images\Martin Ødegaard_2.png,Arsenal,Norway
Jadon,Sancho,,player_images\Jadon Sancho_2.png,Borussia Dortmund,England
Alphonso,Davies,,player_images\Alphonso Davies_4.png,FC Bayern München,Canada
Dayot,Upamecano,,player_images\Dayot Upamecano.png,FC Bayern München,France
Katharina,Naschenweng,,player_images\Katharina Naschenweng.png,FC Bayern München,Austria
Georgia,Stanway,,player_images\Georgia Stanway.png,FC Bayern München,England
Gregor,Kobel,,player_images\Gregor Kobel.png,Borussia Dortmund,Switzerland
Jonathan,Tah,,player_images\Jonathan Tah.png,Leverkusen,Germany
Leicy,Santos,,player_images\Leicy Santos_2.png,Atlético de Madrid,Colombia
Jérémy,Doku,,player_images\Jérémy Doku_3.png,Manchester City,Belgium
,,,player_images\nan nan_70.png,Spurs,Korea Republic
Niamh,Charles,,player_images\Niamh Charles_2.png,Chelsea,England
N'Golo,Kanté,,player_images\N'Golo Kanté_4.png,Al Ittihad,France
Georgia,Stanway,,player_images\Georgia Stanway_2.png,FC Bayern München,England
Luis,Díaz,,player_images\Luis Díaz_3.png,Liverpool,Colombia
Alex,Greenwood,,player_images\Alex Greenwood_2.png,Manchester City,England
William,Saliba,,player_images\William Saliba_3.png,Arsenal,France
Bruno,Fernandes,,player_images\Bruno Fernandes_3.png,Manchester Utd,Portugal
Jadon,Sancho,,player_images\Jadon Sancho_3.png,Borussia Dortmund,England
,Alisson,Alisson,player_images\nan Alisson_3.png,Liverpool,Brazil
Gregor,Kobel,,player_images\Gregor Kobel_2.png,Borussia Dortmund,Switzerland
,Nani,Nani,player_images\nan Nani_2.png,Adana Demirspor,Portugal
Alphonso,Davies,,player_images\Alphonso Davies_4.png,FC Bayern München,Canada
Dayot,Upamecano,,player_images\Dayot Upamecano_2.png,FC Bayern München,France
Jonathan,Tah,,player_images\Jonathan Tah_2.png,Leverkusen,Germany
Phil,Foden,,player_images\Phil Foden_9.png,Manchester City,England
Cole,Palmer,,player_images\Cole Palmer_3.png,Chelsea,England
,Fred,Fred,player_images\nan Fred.png,Fenerbahçe,Brazil
Katharina,Naschenweng,,player_images\Katharina Naschenweng_2.png,FC Bayern München,Austria
Khéphren,Thuram,,player_images\Khéphren Thuram_2.png,OGC Nice,France
Rayan,Cherki,,player_images\cherki.png,OL,France
Alexandr,Golovin,,player_images\Alexandr Golovin.png,AS Monaco,Russia
Marie,Katoto,,player_images\Marie Katoto.png,Paris SG,France
Selma,Bacha,,player_images\Selma Bacha_2.png,OL,France
Jonathan,David,,player_images\Jonathan David_2.png,LOSC Lille,Canada
Kadidiatou,Diani,,player_images\Kadidiatou Diani_2.png,OL,France
Marie,Katoto,,player_images\Marie Katoto_2.png,Paris SG,France
Selma,Bacha,,player_images\Selma Bacha_3.png,OL,France
Jonathan,David,,player_images\Jonathan David_3.png,LOSC Lille,Canada
Khéphren,Thuram,,player_images\Khéphren Thuram_3.png,OGC Nice,France
Alexandr,Golovin,,player_images\Alexandr Golovin_2.png,AS Monaco,Russia
,Fred,Fred,player_images\nan Fred_2.png,Fenerbahçe,Brazil
Rayan,Cherki,,player_images\cherki.png,OL,France
Gaëtane,Thiney,,player_images\Gaëtane Thiney.png,Paris FC,France
,,,player_images\nan nan_71.png,Bergamo Calcio,Brazil
João,Félix,,player_images\João Félix_2.png,FC Barcelona,Portugal
,,,player_images\nan nan_72.png,FC Barcelona,Spain
,,,player_images\nan nan_73.png,Real Madrid,Spain
Nabil,Fekir,,player_images\Nabil Fekir_2.png,Real Betis,France
Antonio,Rüdiger,,player_images\Antonio Rüdiger_2.png,Real Madrid,Germany
,Isco,Isco,player_images\nan Isco.png,Real Betis,Spain
Jules,Koundé,,player_images\Jules Koundé.png,FC Barcelona,France
,Isco,Isco,player_images\nan Isco_2.png,Real Betis,Spain
João,Félix,,player_images\João Félix_3.png,FC Barcelona,Portugal
,,,player_images\nan nan_74.png,FC Barcelona,Spain
Antonio,Rüdiger,,player_images\Antonio Rüdiger_3.png,Real Madrid,Germany
,,,player_images\nan nan_75.png,Real Madrid,Spain
Roberto,Firmino,,player_images\Roberto Firmino.png,Al Ahli,Brazil
Viktor,Gyökeres,,player_images\Viktor Gyökeres.png,Sporting CP,Sweden
Roberto,Firmino,,player_images\Roberto Firmino_2.png,Al Ahli,Brazil
Viktor,Gyökeres,,player_images\Viktor Gyökeres_2.png,Sporting CP,Sweden
,,,player_images\nan nan_76.png,Orlando Pride,Brazil
Nicolò,Barella,,player_images\Nicolò Barella_2.png,Inter,Italy
Lewis,Ferguson,,player_images\Lewis Ferguson.png,Bologna,Scotland
Christian,Pulisic,,player_images\Christian Pulisic.png,Milan,United States
Naomi,Girma,,player_images\Naomi Girma.png,San Diego Wave,United States
Hakan,Çalhanoglu,,player_images\Hakan Çalhanoglu_2.png,Inter,Turkey
Renato,Sanches,,player_images\Renato Sanches.png,Roma FC,Portugal
,,,player_images\nan nan_77.png,Orlando Pride,Brazil
Lewis,Ferguson,,player_images\Lewis Ferguson_2.png,Bologna,Scotland
Naomi,Girma,,player_images\Naomi Girma_2.png,San Diego Wave,United States
Nicolò,Barella,,player_images\Nicolò Barella_3.png,Inter,Italy
Hakan,Çalhanoglu,,player_images\Hakan Çalhanoglu_3.png,Inter,Turkey
Christian,Pulisic,,player_images\Christian Pulisic_2.png,Milan,United States
Kalidou,Koulibaly,,player_images\Kalidou Koulibaly_2.png,Al Hilal,Senegal
Kalidou,Koulibaly,,player_images\Kalidou Koulibaly_3.png,Al Hilal,Senegal
Albert,Guðmundsson,,player_images\Albert Guðmundsson.png,Genoa,Iceland
Wojciech,Szczesny,,player_images\Wojciech Szczesny.png,Juventus,Poland
Anthony,Martial,,player_images\Anthony Martial.png,Manchester Utd,France
,Thiago,Thiago,player_images\nan Thiago.png,Liverpool,Spain
,Muniain,Muniain,player_images\nan Muniain.png,Athletic Club,Spain
Alexis,Sánchez,,player_images\Alexis Sánchez.png,Inter,Chile
Folarin,Balogun,,player_images\Folarin Balogun.png,AS Monaco,United States
Leandro,Trossard,,player_images\Leandro Trossard.png,Arsenal,Belgium
Milan,Škriniar,,player_images\Milan Škriniar.png,Paris SG,Slovakia
Joško,Gvardiol,,player_images\Joško Gvardiol.png,Manchester City,Croatia
Niclas,Füllkrug,,player_images\Niclas Füllkrug.png,Borussia Dortmund,Germany
Luis,Hernández,,player_images\Luis Hernández.png,EA FC ICONS,Mexico
Darwin,Machís,,player_images\Darwin Machís.png,Cádiz CF,Venezuela
Konrad,Laimer,,player_images\Konrad Laimer.png,FC Bayern München,Austria
Manuel,Ugarte,,player_images\Manuel Ugarte.png,Paris SG,Uruguay
Weston,McKennie,,player_images\Weston McKennie.png,Juventus,United States
,,,player_images\nan nan_78.png,Real Sociedad,Spain
Jakub,Kiwior,,player_images\Jakub Kiwior.png,Arsenal,Poland
Noah,Okafor,,player_images\Noah Okafor.png,Milan,Switzerland
Scott,McTominay,,player_images\Scott McTominay.png,Manchester Utd,Scotland
Radu,Dragu,,player_images\Radu Dragu.png,Spurs,Romania
Ève,Périsset,,player_images\Ève Périsset.png,Chelsea,France
Adrien,Rabiot,,player_images\Adrien Rabiot.png,Juventus,France
Steven,Bergwijn,,player_images\Steven Bergwijn.png,Ajax,Netherlands
,,,player_images\nan nan_79.png,Spurs,Netherlands
Filip,Kostic,,player_images\Filip Kostic.png,Juventus,Serbia
Armando,Broja,,player_images\Armando Broja.png,Fulham,Albania
Przemyslaw,Frankowski,,player_images\Przemyslaw Frankowski.png,RC Lens,Poland
Josip,Stanišic,,player_images\Josip Stanišic.png,Leverkusen,Croatia
Davide,Frattesi,,player_images\Davide Frattesi.png,Inter,Italy
Salih,Özcan,,player_images\Salih Özcan.png,Borussia Dortmund,Turkey
,Suazo,Suazo,player_images\nan Suazo.png,Toulouse FC,Chile
